json_path,object_index,source_folder_class,json_class,json_details
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X016_C171_0129/20_X016_C171_0129_0.Json,1,전자제품,캔류,음료수캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X027_C171_0204/20_X027_C171_0204_1.Json,1,전자제품,캔류,맥주캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X027_C171_0204/20_X027_C171_0204_0.Json,1,전자제품,캔류,맥주캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X027_C171_0204/20_X027_C171_0204_4.Json,1,전자제품,캔류,맥주캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X027_C171_0204/20_X027_C171_0204_3.Json,1,전자제품,캔류,맥주캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X027_C171_0204/20_X027_C171_0204_2.Json,1,전자제품,캔류,맥주캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X013_C172_0201/20_X013_C172_0201_3.Json,1,전자제품,플라스틱류,밀폐용기
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X013_C172_0201/20_X013_C172_0201_2.Json,1,전자제품,플라스틱류,밀폐용기
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X013_C172_0201/20_X013_C172_0201_4.Json,1,전자제품,플라스틱류,밀폐용기
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X013_C172_0201/20_X013_C172_0201_1.Json,1,전자제품,플라스틱류,밀폐용기
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X013_C172_0201/20_X013_C172_0201_0.Json,1,전자제품,플라스틱류,밀폐용기
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X018_C058_0128/20_X018_C058_0128_0.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X018_C058_0128/20_X018_C058_0128_5.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X018_C058_0128/20_X018_C058_0128_2.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X018_C058_0128/20_X018_C058_0128_1.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/컴퓨터/20_X018_C058_0128/20_X018_C058_0128_6.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X029_C058_0127/20_X029_C058_0127_3.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X029_C058_0127/20_X029_C058_0127_1.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X029_C058_0127/20_X029_C058_0127_2.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X029_C058_0127/20_X029_C058_0127_4.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X029_C058_0127/20_X029_C058_0127_0.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X019_C172_0130/20_X019_C172_0130_2.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X019_C172_0130/20_X019_C172_0130_0.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X019_C172_0130/20_X019_C172_0130_3.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X019_C172_0130/20_X019_C172_0130_1.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기정수기/20_X019_C172_0130/20_X019_C172_0130_4.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X009_C171_0128/20_X009_C171_0128_0.Json,1,전자제품,캔류,음료수캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X009_C171_0128/20_X009_C171_0128_1.Json,1,전자제품,캔류,음료수캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X009_C171_0128/20_X009_C171_0128_2.Json,1,전자제품,캔류,음료수캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0208/20_X022_C171_0208_2.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0208/20_X022_C171_0208_6.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0208/20_X022_C171_0208_1.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0208/20_X022_C171_0208_3.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0208/20_X022_C171_0208_4.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X017_C172_0130/20_X017_C172_0130_0.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X017_C172_0130/20_X017_C172_0130_2.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X017_C172_0130/20_X017_C172_0130_3.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X017_C172_0130/20_X017_C172_0130_1.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X017_C172_0130/20_X017_C172_0130_4.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C509_0118/20_X021_C509_0118_1.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C509_0118/20_X021_C509_0118_5.Json,1,전자제품,플라스틱류,바구니
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C509_0118/20_X021_C509_0118_5.Json,2,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C509_0118/20_X021_C509_0118_5.Json,3,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X048_C171_0130/20_X048_C171_0130_2.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X048_C171_0130/20_X048_C171_0130_3.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X048_C171_0130/20_X048_C171_0130_1.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X048_C171_0130/20_X048_C171_0130_0.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X048_C171_0130/20_X048_C171_0130_4.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X020_C058_0131/20_X020_C058_0131_4.Json,0,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X020_C058_0131/20_X020_C058_0131_0.Json,0,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X020_C058_0131/20_X020_C058_0131_5.Json,0,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X020_C058_0131/20_X020_C058_0131_1.Json,0,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X020_C058_0131/20_X020_C058_0131_3.Json,0,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X038_C171_0130/20_X038_C171_0130_4.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X038_C171_0130/20_X038_C171_0130_0.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X038_C171_0130/20_X038_C171_0130_1.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X038_C171_0130/20_X038_C171_0130_3.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X038_C171_0130/20_X038_C171_0130_2.Json,1,전자제품,페트병류,페트병
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X024_C171_0128/20_X024_C171_0128_3.Json,1,전자제품,캔류,통조림캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X024_C171_0128/20_X024_C171_0128_4.Json,1,전자제품,캔류,통조림캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X024_C171_0128/20_X024_C171_0128_2.Json,1,전자제품,캔류,통조림캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X024_C171_0128/20_X024_C171_0128_1.Json,1,전자제품,캔류,통조림캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X024_C171_0128/20_X024_C171_0128_5.Json,1,전자제품,캔류,통조림캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X018_C172_0130/20_X018_C172_0130_3.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X018_C172_0130/20_X018_C172_0130_0.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X018_C172_0130/20_X018_C172_0130_2.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X018_C172_0130/20_X018_C172_0130_1.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C171_0130/20_X021_C171_0130_4.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C171_0130/20_X021_C171_0130_2.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C171_0130/20_X021_C171_0130_1.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C171_0130/20_X021_C171_0130_3.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X021_C171_0130/20_X021_C171_0130_0.Json,1,전자제품,캔류,커피캔
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X039_C172_0130/20_X039_C172_0130_4.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X039_C172_0130/20_X039_C172_0130_3.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X039_C172_0130/20_X039_C172_0130_0.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X039_C172_0130/20_X039_C172_0130_1.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X039_C172_0130/20_X039_C172_0130_2.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X028_C172_0130/20_X028_C172_0130_0.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X028_C172_0130/20_X028_C172_0130_3.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X028_C172_0130/20_X028_C172_0130_4.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X028_C172_0130/20_X028_C172_0130_2.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X028_C172_0130/20_X028_C172_0130_1.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X025_C171_0128/20_X025_C171_0128_5.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X025_C171_0128/20_X025_C171_0128_3.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X025_C171_0128/20_X025_C171_0128_4.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X025_C171_0128/20_X025_C171_0128_2.Json,1,전자제품,고철류,프라이팬
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X025_C171_0128/20_X025_C171_0128_6.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0130/20_X022_C171_0130_4.Json,1,전자제품,종이류,노트
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0130/20_X022_C171_0130_3.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0130/20_X022_C171_0130_0.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0130/20_X022_C171_0130_1.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/선풍기/20_X022_C171_0130/20_X022_C171_0130_2.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X024_C171_0208/20_X024_C171_0208_1.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X024_C171_0208/20_X024_C171_0208_3.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X024_C171_0208/20_X024_C171_0208_2.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X024_C171_0208/20_X024_C171_0208_5.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X024_C171_0208/20_X024_C171_0208_4.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X041_C058_0127/20_X041_C058_0127_0.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X041_C058_0127/20_X041_C058_0127_3.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X041_C058_0127/20_X041_C058_0127_4.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X041_C058_0127/20_X041_C058_0127_1.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X041_C058_0127/20_X041_C058_0127_2.Json,1,전자제품,종이류,책자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C058_0131/20_X018_C058_0131_0.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C058_0131/20_X018_C058_0131_2.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C058_0131/20_X018_C058_0131_3.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C058_0131/20_X018_C058_0131_6.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C058_0131/20_X018_C058_0131_4.Json,1,전자제품,종이류,포장상자
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C171_0208/20_X018_C171_0208_4.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C171_0208/20_X018_C171_0208_2.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C171_0208/20_X018_C171_0208_5.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C171_0208/20_X018_C171_0208_6.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/전기다리미/20_X018_C171_0208/20_X018_C171_0208_3.Json,1,전자제품,고철류,고철
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X017_C172_0208/20_X017_C172_0208_4.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X017_C172_0208/20_X017_C172_0208_2.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X017_C172_0208/20_X017_C172_0208_0.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X017_C172_0208/20_X017_C172_0208_3.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X017_C172_0208/20_X017_C172_0208_1.Json,1,전자제품,도기류,컵
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X009_C171_0129/20_X009_C171_0129_3.Json,0,전자제품,종이류,음료수곽
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X009_C171_0129/20_X009_C171_0129_2.Json,0,전자제품,종이류,음료수곽
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X009_C171_0129/20_X009_C171_0129_1.Json,1,전자제품,종이류,음료수곽
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X009_C171_0129/20_X009_C171_0129_0.Json,1,전자제품,종이류,음료수곽
/home/minsu/disk_c/trash_dataset/085.생활_폐기물_이미지/01.데이터/1.Training/라벨링데이터/전자제품/믹서/20_X009_C171_0129/20_X009_C171_0129_4.Json,0,전자제품,종이류,음료수곽
